timestamp,vibration_rms_mm_s,temperature_c,rpm,acoustic_noise_db,bearing_wear_percent,lubricant_quality_percent,failure_risk_score,remaining_useful_life_hours,breakdown_label
2026-01-03 02:30:00,5.406,64.21,1420.1,70.32,53.8,60.45,0.5713,91.41,0
2026-01-03 03:00:00,5.304,64.9,1417.7,72.44,55.13,62.78,0.5674,91.81,0
2026-01-03 03:30:00,5.122,65.93,1399.9,71.09,50.85,63.44,0.5505,91.59,0
2026-01-03 04:00:00,5.483,65.17,1404.8,70.66,57.18,62.67,0.5805,89.37,0
2026-01-03 04:30:00,5.358,65.71,1409.1,70.73,54.65,61.51,0.5728,89.91,0
2026-01-03 05:00:00,5.427,67.51,1411.0,70.78,52.28,61.47,0.5736,90.57,0
2026-01-03 05:30:00,5.372,65.14,1417.2,71.34,53.11,61.04,0.5691,91.25,0
2026-01-03 06:00:00,5.171,67.54,1412.1,71.72,55.16,60.63,0.5724,89.4,0
2026-01-03 06:30:00,5.211,64.73,1400.2,70.69,54.16,58.6,0.5693,89.65,0
2026-01-03 07:00:00,5.486,67.33,1412.9,71.37,55.61,57.71,0.5914,88.45,0
2026-01-03 07:30:00,5.469,68.66,1414.5,73.35,53.09,58.93,0.5849,88.24,0
2026-01-03 08:00:00,5.278,62.64,1416.1,72.62,53.87,59.55,0.5647,90.55,0
2026-01-03 08:30:00,5.284,64.86,1420.7,71.38,50.74,59.31,0.5625,91.1,0
2026-01-03 09:00:00,5.554,67.2,1417.2,71.3,54.01,60.45,0.5844,89.29,0
2026-01-03 09:30:00,5.178,65.84,1415.2,71.19,51.97,61.33,0.5595,90.48,0
2026-01-03 10:00:00,5.412,66.84,1410.3,71.77,52.72,59.61,0.5764,89.61,0
2026-01-03 10:30:00,5.32,65.78,1396.4,70.5,56.94,61.32,0.5775,88.3,0
2026-01-03 11:00:00,5.281,66.49,1414.1,71.01,56.12,57.56,0.583,89.4,0
2026-01-03 11:30:00,5.474,65.85,1413.4,69.54,54.58,59.58,0.5813,90.72,0
2026-01-03 12:00:00,5.491,68.16,1412.2,71.71,52.53,57.98,0.5852,88.73,0
2026-01-03 12:30:00,5.428,66.46,1401.4,71.65,53.0,56.84,0.5824,90.55,0
2026-01-03 13:00:00,5.687,67.76,1398.6,71.42,58.38,57.72,0.6073,85.43,0
2026-01-03 13:30:00,5.322,65.78,1419.1,72.65,54.38,59.21,0.5754,89.45,0
2026-01-03 14:00:00,5.474,65.9,1409.5,70.29,58.8,61.45,0.5883,88.47,0
2026-01-03 14:30:00,5.314,66.11,1414.8,70.16,55.63,59.82,0.5777,87.91,0
2026-01-03 15:00:00,5.416,67.18,1409.9,71.62,55.08,57.31,0.5877,88.28,0
2026-01-03 15:30:00,5.421,66.64,1407.7,72.76,55.5,60.92,0.5806,85.68,0
2026-01-03 16:00:00,5.394,67.17,1416.7,73.02,55.26,60.69,0.5806,87.7,0
2026-01-03 16:30:00,5.464,69.53,1405.6,71.0,54.45,59.89,0.5882,88.29,0
2026-01-03 17:00:00,5.168,67.56,1411.5,72.2,55.36,59.08,0.5759,89.54,0
2026-01-03 17:30:00,5.775,66.46,1405.0,71.57,57.08,56.94,0.6062,87.04,0
2026-01-03 18:00:00,5.232,68.7,1404.8,71.52,54.18,57.71,0.5808,86.59,0
2026-01-03 18:30:00,5.186,66.38,1406.0,72.43,53.06,60.15,0.5661,86.86,0
2026-01-03 19:00:00,5.56,63.73,1411.6,71.98,51.33,62.04,0.567,88.46,0
2026-01-03 19:30:00,5.521,65.36,1405.3,70.1,55.96,61.18,0.5823,87.66,0
2026-01-03 20:00:00,5.528,64.41,1418.3,73.02,53.64,57.5,0.5821,86.53,0
2026-01-03 20:30:00,5.49,66.27,1402.0,72.75,51.16,56.93,0.5797,87.68,0
2026-01-03 21:00:00,5.395,66.93,1407.2,71.04,56.04,58.72,0.586,87.08,0
2026-01-03 21:30:00,5.204,69.03,1406.0,71.81,59.35,56.03,0.5967,88.02,0
2026-01-03 22:00:00,5.45,67.63,1419.3,72.23,55.93,58.56,0.5897,85.92,0
2026-01-03 22:30:00,5.303,66.79,1409.6,71.96,57.27,57.94,0.5866,86.27,0
2026-01-03 23:00:00,5.606,68.29,1416.1,71.26,56.0,57.37,0.6,86.09,0
2026-01-03 23:30:00,5.45,64.36,1394.8,71.36,56.38,55.03,0.5907,84.7,0
2026-01-04 00:00:00,5.261,67.32,1410.5,71.64,57.19,59.17,0.5835,86.72,0
2026-01-04 00:30:00,5.356,68.1,1415.4,72.74,55.08,57.44,0.5872,86.57,0
2026-01-04 01:00:00,5.502,65.05,1408.6,72.23,56.29,56.27,0.5916,86.17,0
2026-01-04 01:30:00,5.339,68.81,1416.1,71.47,56.59,53.4,0.5999,85.78,0
2026-01-04 02:00:00,5.343,68.03,1402.2,72.73,55.59,57.36,0.5879,84.26,0
2026-01-04 02:30:00,5.499,66.72,1418.5,69.31,58.01,60.66,0.5907,85.35,0
2026-01-04 03:00:00,5.499,68.19,1425.6,72.9,55.92,60.48,0.5891,85.35,0
2026-01-04 03:30:00,5.386,70.63,1403.8,70.4,55.21,56.84,0.5955,84.69,0
2026-01-04 04:00:00,5.37,67.56,1403.7,71.54,57.19,56.87,0.5929,85.36,0
2026-01-04 04:30:00,5.477,67.51,1419.3,70.77,54.31,58.8,0.586,85.94,0
2026-01-04 05:00:00,5.119,66.14,1421.8,70.35,55.12,57.1,0.5741,87.62,0
2026-01-04 05:30:00,5.198,66.09,1403.1,72.9,56.16,58.35,0.5773,85.46,0
2026-01-04 06:00:00,5.322,68.44,1404.0,71.43,58.13,59.1,0.5909,85.46,0
2026-01-04 06:30:00,5.429,66.19,1404.6,72.24,57.28,59.64,0.587,84.97,0
2026-01-04 07:00:00,5.601,68.03,1394.2,72.24,57.57,56.63,0.6046,82.65,0
2026-01-04 07:30:00,5.738,66.76,1399.4,72.38,57.97,57.3,0.6069,84.82,0
2026-01-04 08:00:00,5.627,68.1,1398.7,72.02,59.0,56.22,0.6102,84.83,0
2026-01-04 08:30:00,5.351,67.25,1403.0,70.37,56.08,57.37,0.5877,87.61,0
2026-01-04 09:00:00,5.486,68.99,1406.1,72.92,56.78,57.07,0.5993,84.32,0
2026-01-04 09:30:00,5.292,66.71,1408.6,71.51,54.14,58.21,0.5777,84.81,0
2026-01-04 10:00:00,5.486,67.17,1418.7,70.63,54.85,58.89,0.5868,84.31,0
2026-01-04 10:30:00,5.486,66.51,1397.1,71.87,56.96,55.58,0.5973,82.85,0
2026-01-04 11:00:00,5.507,66.64,1415.2,73.19,55.05,60.28,0.5842,85.52,0
2026-01-04 11:30:00,5.319,67.92,1405.2,72.7,56.1,57.24,0.5883,84.95,0
2026-01-04 12:00:00,5.564,68.47,1406.4,71.62,56.56,57.62,0.5996,84.9,0
2026-01-04 12:30:00,5.817,66.61,1410.4,71.95,58.51,55.63,0.6144,82.76,0
2026-01-04 13:00:00,5.433,68.5,1398.3,71.57,56.06,53.98,0.6005,85.43,0
2026-01-04 13:30:00,5.64,69.98,1407.4,74.26,58.84,57.94,0.6111,81.97,0
2026-01-04 14:00:00,5.616,68.14,1407.6,72.38,56.91,58.58,0.5999,84.25,0
2026-01-04 14:30:00,5.359,69.76,1411.8,72.14,52.3,57.66,0.5836,86.08,0
2026-01-04 15:00:00,5.602,66.96,1406.8,73.29,56.18,56.71,0.5986,82.16,0
2026-01-04 15:30:00,5.55,66.2,1424.5,72.51,57.4,57.58,0.5962,82.57,0
2026-01-04 16:00:00,5.542,65.29,1400.4,71.96,55.12,54.53,0.5943,83.27,0
2026-01-04 16:30:00,5.413,70.07,1400.5,72.14,58.8,55.86,0.6063,82.44,0
2026-01-04 17:00:00,5.602,69.2,1398.6,72.46,61.17,57.46,0.6146,81.08,0
2026-01-04 17:30:00,5.625,67.79,1400.7,72.21,59.67,54.89,0.6138,82.93,0
2026-01-04 18:00:00,5.846,68.59,1398.8,73.12,57.84,56.8,0.6159,81.47,0
2026-01-04 18:30:00,5.699,66.22,1414.9,72.24,60.01,54.83,0.6142,83.21,0
2026-01-04 19:00:00,5.973,71.63,1415.3,73.13,58.5,57.07,0.6289,81.44,0
2026-01-04 19:30:00,5.352,67.73,1401.8,71.96,56.16,57.37,0.589,84.3,0
2026-01-04 20:00:00,5.744,68.37,1397.2,72.55,57.15,53.72,0.6158,81.4,0
2026-01-04 20:30:00,5.604,69.13,1408.0,70.61,57.48,58.35,0.6035,81.86,0
2026-01-04 21:00:00,5.924,68.49,1400.9,73.04,56.68,55.79,0.6179,83.12,0
2026-01-04 21:30:00,5.469,68.72,1408.2,72.92,58.99,54.69,0.6083,80.56,0
2026-01-04 22:00:00,5.408,66.92,1406.2,73.25,58.13,56.94,0.5953,82.21,0
2026-01-04 22:30:00,5.412,68.41,1393.5,69.56,57.23,58.92,0.5925,83.41,0
2026-01-04 23:00:00,5.257,71.22,1414.9,74.6,59.86,54.07,0.6089,79.81,0
2026-01-04 23:30:00,5.477,69.99,1418.6,72.28,60.16,56.58,0.6106,81.86,0
2026-01-05 00:00:00,5.435,70.34,1399.4,73.4,59.73,57.17,0.6075,81.85,0
2026-01-05 00:30:00,5.581,67.27,1401.6,71.39,55.08,57.79,0.5936,82.38,0
2026-01-05 01:00:00,5.7,67.19,1404.9,73.27,54.45,56.0,0.6001,79.85,0
2026-01-05 01:30:00,5.983,68.44,1405.1,71.8,60.83,55.05,0.632,79.65,0
2026-01-05 02:00:00,5.746,68.21,1409.5,71.86,55.61,55.12,0.6089,81.76,0
2026-01-05 02:30:00,5.483,69.75,1420.0,74.2,57.85,56.44,0.6048,81.39,0
2026-01-05 03:00:00,5.43,65.88,1402.3,72.33,56.23,54.53,0.5939,81.24,0
2026-01-05 03:30:00,5.68,70.39,1397.4,72.7,55.09,51.58,0.6169,81.25,0
2026-01-05 04:00:00,5.398,68.34,1391.6,73.49,59.99,56.44,0.6037,79.92,0
2026-01-05 04:30:00,5.933,67.73,1397.6,73.0,59.87,57.57,0.621,80.91,0
2026-01-05 05:00:00,5.816,66.92,1403.2,72.69,57.48,52.33,0.6191,80.89,0
2026-01-05 05:30:00,5.563,66.32,1416.7,73.09,54.53,53.99,0.597,79.58,0
2026-01-05 06:00:00,5.239,69.1,1400.7,74.46,56.67,57.75,0.5881,82.57,0
2026-01-05 06:30:00,5.85,68.46,1405.2,72.52,59.27,59.37,0.6142,80.8,0
2026-01-05 07:00:00,5.656,67.03,1401.5,73.07,56.98,55.3,0.6057,78.7,0
2026-01-05 07:30:00,5.829,66.54,1412.9,73.51,58.88,54.92,0.6171,80.82,0
2026-01-05 08:00:00,5.388,68.35,1421.9,73.88,59.58,55.0,0.6051,78.76,0
2026-01-05 08:30:00,5.5,70.7,1399.1,73.64,59.62,58.27,0.6083,80.78,0
2026-01-05 09:00:00,5.597,67.92,1399.7,73.09,58.61,55.17,0.6097,81.12,0
2026-01-05 09:30:00,5.687,66.75,1409.9,71.87,57.92,53.97,0.6114,78.65,0
2026-01-05 10:00:00,5.529,68.04,1408.7,74.06,60.78,55.26,0.6125,80.69,0
2026-01-05 10:30:00,5.748,68.17,1417.4,71.67,58.73,54.22,0.6185,79.93,0
2026-01-05 11:00:00,5.431,64.69,1407.6,72.92,58.76,56.09,0.5945,80.32,0
2026-01-05 11:30:00,5.557,68.11,1401.1,71.78,56.52,58.95,0.5958,81.51,0
2026-01-05 12:00:00,5.694,68.48,1406.4,72.81,58.77,55.84,0.6139,78.84,0
2026-01-05 12:30:00,5.788,69.95,1410.0,73.28,58.34,54.64,0.6222,78.12,0
2026-01-05 13:00:00,5.833,71.62,1407.4,73.31,59.76,54.48,0.6316,77.86,0
2026-01-05 13:30:00,5.503,70.61,1404.9,73.4,63.16,52.44,0.6288,77.85,0
2026-01-05 14:00:00,5.403,68.48,1410.1,74.35,57.2,56.66,0.5967,78.64,0
2026-01-05 14:30:00,5.895,67.21,1411.2,73.25,56.56,55.27,0.6147,79.04,0
2026-01-05 15:00:00,5.731,72.4,1412.8,72.65,62.21,55.04,0.6343,78.86,0
2026-01-05 15:30:00,5.518,68.76,1407.4,73.65,58.9,60.65,0.5982,79.42,0
2026-01-05 16:00:00,5.968,68.94,1400.0,74.02,58.62,55.61,0.6259,78.34,0
2026-01-05 16:30:00,5.655,68.51,1403.8,71.59,60.86,54.55,0.6202,79.97,0
2026-01-05 17:00:00,5.919,69.32,1410.5,73.57,59.01,54.24,0.6285,77.81,0
2026-01-05 17:30:00,5.603,68.04,1397.2,73.13,61.6,58.1,0.6118,81.29,0
2026-01-05 18:00:00,6.048,68.04,1404.5,72.63,60.87,55.44,0.6331,78.68,0
2026-01-05 18:30:00,6.056,68.51,1396.8,74.42,59.74,52.24,0.638,76.8,0
2026-01-05 19:00:00,5.707,69.31,1399.9,73.11,64.68,55.87,0.631,76.44,0
2026-01-05 19:30:00,5.868,68.19,1411.4,73.08,58.81,54.01,0.6239,78.2,0
2026-01-05 20:00:00,5.841,68.17,1401.9,72.96,61.72,57.71,0.6227,77.25,0
2026-01-05 20:30:00,5.937,69.08,1401.6,72.97,60.4,56.84,0.627,78.28,0
2026-01-05 21:00:00,5.53,68.67,1390.0,72.03,62.4,54.24,0.6201,77.89,0
2026-01-05 21:30:00,5.852,71.31,1406.2,71.84,63.25,56.72,0.6359,77.13,0
2026-01-05 22:00:00,5.954,65.73,1404.6,74.73,61.03,54.38,0.6267,76.11,0
2026-01-05 22:30:00,5.477,71.17,1415.9,72.67,60.08,55.29,0.6156,75.2,0
2026-01-05 23:00:00,5.541,71.12,1397.2,72.36,61.66,55.15,0.6222,76.38,0
2026-01-05 23:30:00,5.338,66.13,1402.6,71.09,58.86,53.59,0.5992,77.85,0
2026-01-06 00:00:00,5.686,68.76,1402.1,72.58,64.15,53.58,0.6321,76.98,0
2026-01-06 00:30:00,5.925,69.14,1411.2,72.25,61.72,55.54,0.6325,75.12,0
2026-01-06 01:00:00,6.013,67.32,1399.2,74.67,60.0,53.97,0.6308,76.73,0
2026-01-06 01:30:00,5.751,68.17,1402.3,74.08,60.91,53.92,0.6246,76.88,0
2026-01-06 02:00:00,6.085,68.08,1403.5,72.8,58.98,52.42,0.6359,75.26,0
2026-01-06 02:30:00,5.505,71.82,1401.1,75.27,59.07,55.06,0.6161,76.4,0
2026-01-06 03:00:00,5.454,70.73,1395.9,74.16,63.09,57.6,0.6166,76.19,0
2026-01-06 03:30:00,5.802,71.55,1399.7,73.22,60.54,52.0,0.6371,74.65,0
2026-01-06 04:00:00,5.824,70.39,1408.2,71.01,58.96,54.4,0.6267,76.35,0
2026-01-06 04:30:00,5.744,67.77,1391.5,75.29,61.74,56.68,0.6201,76.49,0
2026-01-06 05:00:00,5.361,68.49,1401.2,71.9,62.64,54.49,0.613,77.02,0
2026-01-06 05:30:00,5.721,69.94,1394.5,71.69,61.87,55.29,0.6271,76.88,0
2026-01-06 06:00:00,5.603,68.24,1407.1,74.56,63.92,51.71,0.6309,73.86,0
2026-01-06 06:30:00,5.944,70.85,1385.7,75.77,60.54,54.26,0.6367,74.29,0
2026-01-06 07:00:00,5.835,69.14,1394.8,74.56,58.5,53.91,0.6242,75.93,0
2026-01-06 07:30:00,5.603,68.98,1402.2,73.84,63.82,55.74,0.6242,75.83,0
2026-01-06 08:00:00,5.683,70.52,1411.6,73.88,60.58,56.03,0.6221,75.73,0
2026-01-06 08:30:00,5.455,69.24,1401.9,73.52,58.71,59.77,0.5981,79.64,0
2026-01-06 09:00:00,5.769,69.05,1394.5,74.05,63.62,55.0,0.6319,75.6,0
2026-01-06 09:30:00,5.933,71.04,1414.5,73.53,61.94,54.82,0.639,76.17,0
2026-01-06 10:00:00,5.594,67.98,1387.6,73.42,61.92,54.49,0.6194,75.86,0
2026-01-06 10:30:00,5.878,70.46,1381.2,73.34,65.23,53.43,0.6466,75.39,0
2026-01-06 11:00:00,5.733,70.72,1401.2,72.92,60.83,54.05,0.6292,74.13,0
2026-01-06 11:30:00,5.647,69.18,1394.7,73.16,63.04,53.5,0.6289,75.32,0
2026-01-06 12:00:00,5.835,70.52,1388.9,72.19,62.47,53.49,0.638,73.38,0
2026-01-06 12:30:00,5.649,68.19,1403.2,73.54,62.57,55.54,0.6216,73.93,0
2026-01-06 13:00:00,5.749,71.33,1399.2,72.8,65.05,51.67,0.6464,73.53,0
2026-01-06 13:30:00,5.614,69.64,1393.2,72.61,62.91,55.33,0.6247,74.11,0
2026-01-06 14:00:00,6.097,68.57,1389.6,73.36,61.64,56.6,0.6358,76.69,0
2026-01-06 14:30:00,5.906,71.85,1402.9,75.18,65.01,52.5,0.6521,72.0,0
2026-01-06 15:00:00,5.69,68.81,1403.3,74.36,61.12,50.27,0.6315,74.53,0
2026-01-06 15:30:00,5.939,68.41,1395.1,72.51,61.57,51.72,0.6387,72.0,0
2026-01-06 16:00:00,5.848,67.99,1411.5,72.89,60.71,55.13,0.6252,72.94,0
2026-01-06 16:30:00,5.77,70.61,1389.7,74.35,58.15,53.7,0.6244,74.71,0
2026-01-06 17:00:00,5.964,68.27,1384.9,72.83,66.07,51.63,0.6509,73.38,0
2026-01-06 17:30:00,6.036,72.84,1390.4,73.72,61.09,51.88,0.6509,72.0,0
2026-01-06 18:00:00,5.796,67.41,1395.8,74.38,62.55,54.13,0.6285,72.25,0
2026-01-06 18:30:00,5.736,72.34,1399.4,72.77,61.65,54.27,0.6345,73.82,0
2026-01-06 19:00:00,5.85,70.67,1394.0,74.01,63.62,52.32,0.6441,72.03,0
2026-01-06 19:30:00,5.45,70.0,1399.6,72.56,64.0,52.51,0.6273,73.06,0
2026-01-06 20:00:00,5.602,69.45,1386.6,73.27,64.24,52.36,0.633,72.76,0
2026-01-06 20:30:00,6.146,70.94,1407.5,74.21,62.03,51.22,0.6547,72.0,0
2026-01-06 21:00:00,6.094,69.62,1397.9,72.02,61.2,56.46,0.6372,75.07,0
2026-01-06 21:30:00,5.816,71.66,1405.8,74.14,62.99,52.62,0.6428,73.16,0
2026-01-06 22:00:00,6.004,70.54,1398.7,73.91,62.63,54.64,0.6428,72.0,0
2026-01-06 22:30:00,5.942,70.5,1399.9,74.35,65.75,55.29,0.6468,72.42,0
2026-01-06 23:00:00,6.454,69.88,1400.5,74.12,63.96,54.29,0.6633,72.0,0
2026-01-06 23:30:00,6.067,70.07,1400.4,74.99,63.88,52.4,0.6519,73.02,0
