timestamp,vibration_sensor,temperature_sensor,pressure_sensor,rpm_sensor,bearing_wear_sensor,health_status,actual_remaining_life
102,0.35879999999999995,55.61,105.21,1461.73,12.29,Healthy,1400
103,0.29969999999999997,50.59,107.47,1408.84,10.83,Healthy,1400
104,0.35219999999999996,50.51,110.6,1426.54,14.69,Healthy,1400
105,0.30629999999999996,50.73,112.64,1400.91,11.17,Healthy,1400
106,0.29969999999999997,52.56,105.0,1430.39,11.57,Healthy,1400
107,0.312,50.1,107.17,1436.5,10.67,Healthy,1400
108,0.3243,50.83,107.51,1422.53,12.53,Healthy,1400
109,0.33959999999999996,53.08,112.18,1439.09,14.64,Healthy,1400
110,0.3531,52.6,108.97,1423.33,14.24,Healthy,1400
111,0.177,48.19,103.27,1438.99,6.39,Healthy,1400
112,0.3072,51.57,109.54,1416.32,12.14,Healthy,1400
113,0.3264,52.51,107.52,1443.43,12.72,Healthy,1400
114,0.4122,53.72,107.18,1396.9,15.78,Healthy,1400
115,0.2964,51.24,105.7,1450.74,12.31,Healthy,1400
116,0.35279999999999995,51.19,113.39,1448.11,14.37,Healthy,1400
117,0.41309999999999997,56.33,111.22,1374.44,14.98,Healthy,1400
118,0.28709999999999997,49.66,108.01,1457.08,11.36,Healthy,1400
119,0.36419999999999997,54.62,108.66,1464.62,12.86,Healthy,1400
120,0.3108,50.97,108.94,1433.76,10.19,Healthy,1400
121,0.3243,52.04,109.19,1439.11,11.54,Healthy,1400
122,0.3114,50.6,108.96,1450.94,11.31,Healthy,1400
123,0.3147,49.92,108.58,1421.49,9.38,Healthy,1400
124,0.4704,53.49,113.58,1405.62,18.36,Healthy,1400
125,0.38609999999999994,52.0,109.78,1386.74,10.56,Healthy,1400
126,0.3978,53.45,107.51,1416.75,18.12,Healthy,1400
127,0.3705,53.43,107.88,1429.2,15.54,Healthy,1400
128,0.2763,51.8,102.58,1445.31,9.79,Healthy,1400
129,0.3663,52.32,114.4,1442.37,13.45,Healthy,1400
130,0.3969,52.59,112.1,1396.78,14.95,Healthy,1400
131,0.31049999999999994,49.15,106.13,1416.55,10.62,Healthy,1400
132,0.3924,54.49,109.14,1456.31,14.64,Healthy,1400
133,0.3807,55.49,108.02,1413.26,13.77,Healthy,1400
134,0.4323,56.87,114.5,1412.35,15.73,Healthy,1400
135,0.3303,52.97,105.05,1423.5,12.34,Healthy,1400
136,0.29969999999999997,51.94,108.28,1411.99,9.28,Healthy,1400
137,0.3327,54.53,108.38,1460.27,12.25,Healthy,1400
138,0.41339999999999993,54.9,112.34,1399.47,15.37,Healthy,1400
139,0.2667,50.97,107.07,1410.77,9.94,Healthy,1400
140,0.2556,49.19,102.72,1427.46,9.1,Healthy,1400
141,0.35279999999999995,50.54,108.43,1377.17,14.41,Healthy,1400
142,0.32880000000000004,50.84,106.14,1410.88,11.59,Healthy,1400
143,0.3489,52.45,109.18,1400.55,13.09,Healthy,1400
144,0.39089999999999997,53.82,113.41,1428.42,16.02,Healthy,1400
145,0.3234,54.59,104.12,1411.27,11.76,Healthy,1400
146,0.264,50.04,105.28,1455.54,9.96,Healthy,1400
147,0.4401,56.97,109.42,1437.42,16.01,Healthy,1400
148,0.303,50.44,107.11,1446.67,12.72,Healthy,1400
149,0.30029999999999996,50.54,109.85,1425.23,10.67,Healthy,1400
150,0.3972,51.93,109.51,1416.88,16.24,Healthy,1400
151,0.3303,50.79,109.64,1391.41,11.97,Healthy,1400
152,0.3444,53.13,107.33,1419.64,11.51,Healthy,1400
153,0.369,53.08,109.95,1399.58,14.41,Healthy,1400
154,0.3957,55.29,111.86,1429.31,14.12,Healthy,1400
155,0.33180000000000004,52.23,106.81,1481.29,12.98,Healthy,1400
156,0.41519999999999996,53.92,112.26,1421.81,11.67,Healthy,1400
157,0.2505,52.74,107.14,1394.46,9.19,Healthy,1400
158,0.3807,53.28,112.23,1408.62,13.36,Healthy,1400
159,0.3084,53.0,107.67,1431.29,9.93,Healthy,1400
160,0.4077,53.63,111.11,1413.95,14.23,Healthy,1400
161,0.35219999999999996,53.63,108.94,1405.21,12.17,Healthy,1400
162,0.31529999999999997,52.86,108.07,1432.82,11.5,Healthy,1400
163,0.37529999999999997,53.57,110.16,1390.1,11.99,Healthy,1400
164,0.38549999999999995,50.04,111.05,1394.94,14.55,Healthy,1400
165,0.37410000000000004,53.25,106.36,1431.85,15.5,Healthy,1400
166,0.2988,52.81,111.56,1407.86,11.32,Healthy,1400
167,0.3231,52.49,103.82,1437.97,12.9,Healthy,1400
168,0.3447,53.01,107.18,1392.42,14.06,Healthy,1400
169,0.3429,49.7,108.62,1461.68,14.18,Healthy,1400
170,0.37829999999999997,52.27,110.6,1399.9,16.31,Healthy,1400
171,0.25379999999999997,50.23,111.02,1432.77,8.66,Healthy,1400
172,0.3594,53.4,104.54,1427.36,12.25,Healthy,1400
173,0.3312,53.76,107.36,1412.34,13.17,Healthy,1400
174,0.3066,50.98,102.81,1432.06,12.16,Healthy,1400
175,0.3108,51.93,108.3,1440.85,12.41,Healthy,1400
176,0.33449999999999996,52.06,109.37,1445.37,14.72,Healthy,1400
177,0.18209999999999998,45.98,109.62,1467.06,6.69,Healthy,1400
178,0.3126,47.99,108.55,1424.12,12.02,Healthy,1400
179,0.3048,51.79,110.71,1425.98,9.9,Healthy,1400
180,0.36810000000000004,53.31,110.82,1470.32,16.27,Healthy,1400
181,0.3081,50.31,107.07,1449.57,10.85,Healthy,1400
182,0.33449999999999996,49.61,105.17,1403.96,11.87,Healthy,1400
183,0.4137,55.36,110.96,1413.25,14.72,Healthy,1400
184,0.38909999999999995,53.28,106.05,1407.77,13.43,Healthy,1400
185,0.3852,54.39,112.94,1412.84,13.17,Healthy,1400
186,0.3222,54.46,108.04,1399.26,11.13,Healthy,1400
187,0.3693,49.86,112.37,1409.4,11.76,Healthy,1400
188,0.33449999999999996,50.98,107.49,1464.12,11.24,Healthy,1400
189,0.3363,51.77,109.4,1436.69,14.86,Healthy,1400
190,0.3636,55.09,109.8,1364.57,14.29,Healthy,1400
191,0.3186,49.11,108.26,1453.66,12.89,Healthy,1400
192,0.41309999999999997,57.29,109.18,1435.14,16.67,Healthy,1400
193,0.33899999999999997,52.37,109.76,1415.62,14.81,Healthy,1400
194,0.37410000000000004,53.08,107.17,1433.42,11.42,Healthy,1400
195,0.4122,54.07,107.22,1392.4,13.51,Healthy,1400
196,0.3933,53.15,112.98,1404.08,13.38,Healthy,1400
197,0.28409999999999996,52.09,109.5,1465.64,9.8,Healthy,1400
198,0.36779999999999996,51.43,109.52,1412.72,13.1,Healthy,1400
199,0.3864,54.11,113.89,1374.45,13.59,Healthy,1400
200,0.3888,53.09,109.11,1413.81,14.54,Healthy,1400
201,0.2991,49.83,111.29,1428.43,11.01,Healthy,1400
202,0.3201,55.48,108.84,1453.02,10.8,Healthy,1400
203,0.3948,54.48,107.34,1414.49,11.65,Healthy,1400
204,0.31649999999999995,52.41,112.95,1417.98,10.31,Healthy,1400
205,0.33779999999999993,53.84,111.23,1446.68,11.67,Healthy,1400
206,0.423,52.55,110.15,1412.18,15.18,Healthy,1400
207,0.3504,55.14,110.83,1405.09,11.38,Healthy,1400
208,0.3207,47.85,107.4,1451.98,11.12,Healthy,1400
209,0.3144,50.28,110.36,1431.84,10.06,Healthy,1400
210,0.3696,52.4,103.42,1418.45,13.39,Healthy,1400
211,0.2955,51.74,105.36,1434.66,9.44,Healthy,1400
212,0.3453,52.68,111.35,1398.91,11.55,Healthy,1400
213,0.3723,52.91,108.82,1406.37,11.94,Healthy,1400
214,0.41639999999999994,54.48,110.85,1410.66,15.07,Healthy,1400
215,0.38909999999999995,52.2,106.41,1410.89,13.14,Healthy,1400
216,0.3276,49.59,113.17,1453.37,13.2,Healthy,1400
217,0.414,55.51,113.25,1415.8,15.7,Healthy,1400
218,0.3483,53.49,108.47,1440.75,12.68,Healthy,1400
219,0.3072,53.6,107.13,1428.99,10.23,Healthy,1400
220,0.3561,51.5,111.7,1443.87,13.56,Healthy,1400
221,0.4299,55.93,115.55,1417.12,16.66,Healthy,1400
222,0.3735,52.78,111.86,1418.02,13.89,Healthy,1400
223,0.36779999999999996,54.82,114.79,1418.38,15.58,Healthy,1400
224,0.4422,56.8,108.54,1385.29,16.81,Healthy,1400
225,0.3054,51.48,106.06,1440.25,12.39,Healthy,1400
226,0.3132,50.89,105.29,1426.9,11.66,Healthy,1400
227,0.29969999999999997,52.43,109.1,1419.0,11.87,Healthy,1400
228,0.3906,54.69,110.25,1439.25,13.28,Healthy,1400
229,0.3828,52.45,109.27,1388.72,13.44,Healthy,1400
230,0.4461,53.39,112.94,1396.37,16.81,Healthy,1400
231,0.38909999999999995,53.24,112.86,1437.77,14.71,Healthy,1400
232,0.3615,55.11,105.41,1426.71,13.91,Healthy,1400
233,0.3813,55.15,108.13,1415.42,15.41,Healthy,1400
234,0.38789999999999997,51.97,111.81,1420.86,12.37,Healthy,1400
235,0.309,49.52,107.01,1432.44,10.06,Healthy,1400
236,0.5079,59.15,110.16,1361.99,18.92,Healthy,1400
237,0.41100000000000003,52.63,112.77,1403.82,14.13,Healthy,1400
238,0.3987,54.73,106.75,1449.11,19.01,Healthy,1400
239,0.41879999999999995,53.64,109.62,1395.71,16.02,Healthy,1400
240,0.42479999999999996,57.17,111.32,1402.21,15.47,Healthy,1400
241,0.3882,52.49,108.33,1403.36,13.57,Healthy,1400
242,0.36810000000000004,54.76,111.32,1416.74,12.87,Healthy,1400
243,0.42539999999999994,55.04,109.09,1396.28,15.64,Healthy,1400
244,0.41759999999999997,54.91,113.88,1421.1,15.46,Healthy,1400
245,0.3657,50.02,109.0,1423.37,12.82,Healthy,1400
246,0.46799999999999997,52.74,113.04,1418.99,16.81,Healthy,1400
247,0.41939999999999994,54.25,112.26,1386.96,17.13,Healthy,1400
248,0.4413,55.61,109.26,1398.97,17.98,Healthy,1400
249,0.47309999999999997,54.51,106.33,1396.18,17.68,Healthy,1400
250,0.4137,52.78,111.17,1421.09,13.42,Healthy,1400
251,0.429,55.71,110.76,1391.04,16.43,Healthy,1400
252,0.4536,56.45,112.46,1424.57,18.65,Healthy,1400
253,0.3867,53.39,109.17,1441.66,15.96,Healthy,1400
254,0.4239,55.89,109.4,1387.59,16.5,Healthy,1400
255,0.4296,53.12,115.61,1397.62,17.6,Healthy,1400
256,0.38309999999999994,52.96,105.98,1404.44,14.12,Healthy,1400
257,0.5327999999999999,60.46,114.49,1449.1,20.35,Warning,1400
258,0.3675,53.13,107.92,1409.27,12.59,Healthy,1400
259,0.375,53.44,108.66,1454.41,14.13,Healthy,1400
260,0.49499999999999994,60.31,111.11,1369.63,19.88,Healthy,1400
261,0.4704,54.02,109.4,1379.82,16.48,Healthy,1400
262,0.3948,55.04,111.32,1399.1,13.35,Healthy,1400
263,0.47069999999999995,58.62,114.89,1382.93,17.39,Healthy,1400
264,0.5121,56.88,113.42,1388.75,18.48,Warning,1400
265,0.44730000000000003,56.71,111.21,1389.85,17.25,Healthy,1400
266,0.5681999999999999,57.58,110.9,1367.26,20.25,Warning,1400
267,0.37649999999999995,52.26,110.82,1442.74,16.04,Healthy,1400
268,0.4881,57.22,117.15,1425.59,16.22,Healthy,1400
269,0.5121,58.56,111.29,1415.55,20.4,Warning,1400
270,0.5025,58.75,111.11,1407.8,17.43,Healthy,1400
271,0.45599999999999996,58.03,109.72,1406.06,14.38,Healthy,1400
272,0.4548,55.54,109.87,1393.26,16.99,Healthy,1400
273,0.49079999999999996,58.51,104.95,1377.24,17.66,Healthy,1400
274,0.5103,56.8,113.22,1402.93,17.27,Warning,1400
275,0.5037,58.46,109.96,1370.24,16.28,Healthy,1400
276,0.5262,58.1,108.5,1370.42,19.29,Warning,1400
277,0.4365,55.77,112.61,1432.6,17.28,Healthy,1400
278,0.4752,56.89,108.8,1442.62,18.18,Healthy,1400
279,0.4461,52.98,110.08,1414.3,16.43,Healthy,1400
280,0.474,54.54,115.15,1425.33,18.01,Healthy,1400
281,0.5403,58.36,109.28,1384.56,19.77,Warning,1400
282,0.5025,54.54,108.22,1366.83,16.56,Healthy,1400
283,0.618,61.79,115.03,1390.47,20.81,Warning,1400
284,0.5124,58.68,115.12,1407.11,18.53,Warning,1400
285,0.5097,57.78,108.26,1396.64,18.48,Healthy,1400
286,0.5147999999999999,55.76,113.32,1388.86,19.98,Warning,1400
287,0.4845,58.61,113.14,1420.41,18.75,Healthy,1400
288,0.5139,60.47,107.13,1372.67,19.63,Warning,1400
289,0.5703,59.33,115.4,1367.91,20.55,Warning,1400
290,0.528,58.61,114.75,1369.82,17.57,Warning,1400
291,0.4905,57.02,111.03,1400.13,18.52,Healthy,1400
292,0.48779999999999996,57.43,114.89,1374.77,18.57,Healthy,1400
293,0.5124,57.19,115.09,1379.54,15.68,Warning,1400
294,0.5394,58.13,113.04,1374.59,18.69,Warning,1400
295,0.5931,61.15,112.73,1375.44,20.84,Warning,1400
296,0.4824,59.99,109.21,1366.9,17.84,Healthy,1400
297,0.5316,55.85,112.54,1393.33,18.44,Warning,1400
298,0.5559,58.52,114.54,1414.82,20.33,Warning,1400
299,0.47009999999999996,54.33,110.59,1404.63,16.96,Healthy,1400
300,0.5184,59.94,106.88,1427.5,18.8,Warning,1400
301,0.5288999999999999,56.98,115.75,1421.22,18.46,Warning,1400
302,0.5267999999999999,55.64,113.01,1409.29,18.49,Warning,1400
303,0.5748,60.2,112.55,1385.85,19.67,Warning,1400
304,0.5622,61.49,115.39,1386.78,21.11,Warning,1400
305,0.5478,59.43,116.77,1405.48,20.83,Warning,1400
306,0.5955,60.18,106.91,1372.12,20.84,Warning,1400
307,0.6572999999999999,62.33,116.23,1329.04,26.08,Warning,1400
308,0.6569999999999999,63.83,111.57,1381.33,23.68,Warning,1400
309,0.5001,55.69,113.25,1371.77,20.33,Healthy,1400
310,0.6159,60.31,114.64,1356.17,21.75,Warning,1400
311,0.5856,58.88,115.3,1382.43,18.83,Warning,1400
312,0.6039,58.36,112.83,1377.26,22.67,Warning,1400
313,0.5823,58.98,108.97,1351.86,21.68,Warning,1400
314,0.6089999999999999,61.93,113.06,1382.13,22.38,Warning,1400
315,0.6141,61.27,115.3,1398.92,21.68,Warning,1400
316,0.5847,60.5,116.23,1357.74,21.39,Warning,1400
317,0.5739,59.43,110.55,1412.37,20.37,Warning,1400
318,0.5973,60.7,116.51,1346.12,21.51,Warning,1400
319,0.6315,59.74,113.01,1421.33,24.25,Warning,1400
320,0.6512999999999999,61.08,115.93,1362.4,24.12,Warning,1400
321,0.6663,62.27,114.05,1372.17,25.22,Warning,1400
322,0.6089999999999999,60.69,114.63,1336.88,22.03,Warning,1400
323,0.6474,61.9,117.18,1370.73,23.29,Warning,1400
324,0.6812999999999999,62.23,112.56,1371.47,23.48,Warning,1400
325,0.6939000000000001,62.25,114.18,1362.46,24.96,Warning,1400
326,0.6423,66.0,115.31,1360.59,19.23,Warning,1400
327,0.6380999999999999,62.51,120.77,1352.8,22.64,Warning,1400
328,0.6603,62.42,113.05,1394.85,24.1,Warning,1400
329,0.6033000000000001,59.75,119.16,1380.15,22.85,Warning,1400
330,0.6495,60.81,120.0,1405.64,23.47,Warning,1400
331,0.6951,62.66,115.66,1352.57,25.94,Warning,1400
332,0.6939000000000001,63.25,115.13,1354.8,22.61,Warning,1400
333,0.6560999999999999,58.86,113.39,1388.6,23.98,Warning,1400
334,0.6812999999999999,60.09,115.46,1330.74,22.8,Warning,1400
335,0.6377999999999999,60.18,111.24,1347.02,21.81,Warning,1400
336,0.7098,63.6,116.0,1385.85,25.78,Warning,1400
337,0.6777,61.98,119.3,1341.24,26.51,Warning,1400
338,0.6723,64.38,113.92,1327.95,25.13,Warning,1400
339,0.6714,59.92,114.83,1409.19,24.65,Warning,1400
340,0.6882,61.52,111.51,1334.64,25.21,Warning,1400
341,0.6740999999999999,64.5,116.42,1371.71,23.79,Warning,1400
342,0.7269,64.01,117.2,1360.36,25.95,Warning,1400
343,0.6828,63.81,115.81,1304.38,25.59,Warning,1400
344,0.7752,68.34,116.96,1344.9,26.63,Warning,1400
345,0.7728,64.14,116.72,1361.08,29.1,Warning,1400
346,0.6696000000000001,61.94,116.65,1376.18,24.05,Warning,1400
347,0.7161,63.07,116.25,1380.54,27.33,Warning,1400
348,0.6867,59.67,116.52,1357.03,26.43,Warning,1400
349,0.7043999999999999,62.66,116.62,1378.3,23.65,Warning,1400
350,0.8120999999999999,67.68,121.05,1329.49,29.02,Warning,1400
351,0.711,64.14,117.91,1330.45,24.96,Warning,1400
352,0.744,65.25,117.36,1327.44,24.93,Warning,1400
353,0.7551,64.09,120.9,1321.97,26.35,Warning,1400
354,0.6888,61.68,116.82,1387.43,28.42,Warning,1400
355,0.6980999999999999,64.85,119.22,1330.33,26.39,Warning,1400
356,0.6851999999999999,61.81,117.22,1371.84,27.61,Warning,1400
357,0.7023,63.51,111.44,1357.09,26.83,Warning,1400
358,0.6168,60.75,117.6,1374.95,21.65,Warning,1400
359,0.7721999999999999,67.36,117.78,1381.28,27.82,Warning,1400
360,0.843,68.75,118.73,1329.86,31.67,Warning,1400
361,0.7598999999999999,62.85,117.9,1366.81,28.43,Warning,1400
362,0.6920999999999999,60.98,114.98,1365.46,24.63,Warning,1400
363,0.7295999999999999,64.76,117.16,1355.05,24.79,Warning,1400
364,0.7404,64.12,115.33,1407.18,31.43,Warning,1400
365,0.7178999999999999,62.86,119.54,1328.63,26.14,Warning,1400
366,0.8049,67.67,117.82,1374.19,29.09,Warning,1400
367,0.8052,66.44,117.15,1360.23,29.67,Warning,1400
368,0.7194,63.66,114.07,1349.56,26.06,Warning,1400
369,0.8064,67.36,118.8,1381.44,29.73,Warning,1400
370,0.8447999999999999,66.78,119.37,1298.52,32.65,Warning,1400
371,0.8643,70.28,120.26,1324.48,31.53,Warning,1400
372,0.9098999999999999,68.12,117.63,1301.76,31.85,Warning,1400
373,0.7428,65.27,112.85,1365.28,27.02,Warning,1400
374,0.9125999999999999,71.53,121.82,1303.4,32.86,Warning,1400
375,0.7718999999999999,63.09,121.15,1360.87,30.15,Warning,1400
376,0.7635,64.39,114.7,1348.66,29.51,Warning,1400
377,0.8069999999999999,67.92,122.11,1334.95,29.73,Warning,1400
378,0.7683,66.78,118.07,1360.51,26.51,Warning,1400
379,0.8144999999999999,66.18,118.27,1338.34,28.27,Warning,1400
380,0.7392,63.08,115.79,1332.84,27.13,Warning,1400
381,0.7898999999999999,67.13,114.34,1409.97,29.4,Warning,1400
382,0.8607,69.59,121.68,1325.85,31.07,Warning,1400
383,0.8021999999999999,64.32,116.1,1297.52,28.79,Warning,1400
384,0.813,64.59,116.31,1325.97,29.04,Warning,1400
385,0.8301,67.24,121.08,1313.79,30.4,Warning,1400
386,0.8630999999999999,68.84,114.56,1354.32,28.55,Warning,1400
387,0.7377,63.69,112.95,1364.11,25.62,Warning,1400
388,0.8403,68.23,118.76,1348.7,30.0,Warning,1400
389,0.8037,65.05,118.81,1337.89,31.04,Warning,1400
390,0.825,63.58,119.71,1336.34,29.2,Warning,1400
391,0.867,67.37,118.59,1327.34,32.03,Warning,1400
392,0.7671,65.11,123.67,1350.34,28.43,Warning,1400
393,0.7769999999999999,64.9,116.97,1368.87,30.18,Warning,1400
394,0.7371,62.38,116.17,1364.54,28.67,Warning,1400
395,0.8009999999999999,63.31,116.03,1357.5,29.3,Warning,1400
396,0.8870999999999999,67.84,120.05,1343.13,31.91,Warning,1400
397,0.8232,68.05,120.0,1362.24,29.33,Warning,1400
398,0.7697999999999999,66.98,120.41,1358.02,27.92,Warning,1400
399,0.8097,68.07,114.47,1352.94,29.13,Warning,1400
400,0.7658999999999999,63.76,116.71,1378.48,28.81,Warning,1400
401,0.7836,63.78,118.79,1334.75,29.28,Warning,1400
402,0.8532,68.34,120.53,1318.99,32.05,Warning,1400
403,0.7841999999999999,66.47,117.7,1323.23,30.39,Warning,1400
404,0.8883,69.25,121.12,1335.99,34.99,Warning,1400
405,0.8361,64.06,116.7,1299.86,30.82,Warning,1400
406,0.8442,66.03,122.78,1349.44,32.39,Warning,1400
407,0.8291999999999999,66.83,121.06,1339.42,29.94,Warning,1400
408,0.8775,69.06,116.19,1358.71,33.72,Warning,1400
409,0.879,69.52,116.89,1318.72,33.61,Warning,1400
410,0.8598,68.01,116.58,1332.21,32.84,Warning,1400
411,0.8712,68.63,121.12,1359.49,32.07,Warning,1400
412,0.8372999999999999,67.24,115.53,1370.9,29.83,Warning,1400
413,0.8721,69.19,118.61,1319.69,30.16,Warning,1400
414,0.8334,67.47,119.8,1345.11,30.5,Warning,1400
415,0.8495999999999999,67.58,118.83,1344.89,33.14,Warning,1400
416,0.8379,66.73,119.4,1348.57,30.32,Warning,1400
417,0.8303999999999999,67.04,115.94,1335.81,31.47,Warning,1400
418,0.8208000000000001,67.35,119.9,1371.39,31.19,Warning,1400
419,0.8735999999999999,68.61,117.94,1292.83,31.66,Warning,1400
